recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,f2sms,wkless13,newern01,newern02,newern03,newern04,newern05,newern06,newern07,newern08,newern09,newern10,newern11,newern12,newern13,newern14,newern15,newern16,newern17,newern18,newern19,newern20,newern21,newern22,newern23,newern24,newern25,newern26,newern27,newern28,newern29,newern30,bifrsp,employed_01,employed_02,employed_03,employed_04,employed_05,employed_06,employed_07,employed_08,employed_09,employed_10,employed_11,employed_12,employed_13,employed_14,employed_15,employed_16,employed_17,employed_18,employed_19,employed_20,employed_21,employed_22,employed_23,employed_24,employed_25,employed_26,employed_27,employed_28,employed_29,employed_30,frac_months_employed,outcome,bfeduca,reasonsa,reasonsb,reasonsc,reject
300799,02/21/89,0,MN,0,0,1,1,0,0,09/25/55,33,18101,10000,0,0,1,0,0,0,0,1571,1571,1571,1571,303,303,303,1588,1588,1588,2048,2048,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43333334,0,15,Not Chosen,No Other,Missing,Did not reject
300800,03/07/88,1,LC,1,0,0,0,0,1,10/01/50,37,0,2444.656,1,0,1,0,0,0,.53322983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Took Job,No Other,Missing,Did not reject
300802,10/17/88,1,NE,1,1,0,1,0,0,09/09/53,35,1839,0,0,0,1,0,0,0,1,0,0,167,167,167,255,255,255,122,122,122,0,0,0,0,0,0,69,69,69,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.40000001,0,12,Missing,Missing,Missing,Did not reject
300803,11/22/88,1,NE,1,0,0,1,0,0,07/27/45,43,567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,138,138,138,21,21,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,.40000001,0,10,Missing,Missing,Missing,Did not reject
300804,10/27/88,1,SM,0,0,0,0,1,0,02/23/37,51,21569,5400,0,0,0,0,0,0,0,0,0,182,182,182,657,657,657,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.93333334,1,08,Changed Mind,No Other,Missing,Rejected JTPA
300805,08/26/88,1,IN,1,0,1,0,0,1,01/09/59,29,24138,4103.9111,1,0,1,1,0,1,0,614,794,768,794,794,717,794,768,794,768,794,794,768,794,768,794,794,717,794,768,794,768,892,920,891,920,891,920,920,832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,Missing,Missing,Missing,Did not reject
300806,03/16/89,1,OK,0,0,0,1,0,0,11/14/61,27,62019,15000,0,0,1,1,0,1,0,1714,1771,1714,1771,1771,1714,1771,1714,1771,1771,1600,1771,1714,1771,1714,2073,2409,2331,2409,2331,2421,2498,2256,2498,2417,2498,2417,2498,2498,2413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Other,No Other,Missing,Did not reject
300807,01/12/89,1,NE,1,1,0,1,0,0,12/19/52,36,12597,4500,0,0,1,0,0,1,0,166,166,231,231,231,272,272,272,479,479,479,233,233,233,301,301,301,403,403,403,391,391,391,640,640,640,894,894,894,733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300810,05/06/88,1,CV,1,0,0,1,0,0,12/14/60,27,39383,6500,0,0,1,0,0,1,0,1267,1310,1310,1267,1310,1267,1310,1310,1183,1310,1267,1543,1572,1624,1624,1572,1624,1572,1627,1627,1470,1627,1575,1163,828,856,856,828,856,828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300811,12/23/88,0,MN,0,0,1,0,1,0,07/04/52,36,1779,1000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,593,593,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,13,Missing,Missing,Missing,Did not reject
300812,01/08/88,0,CC,0,0,0,0,0,1,11/17/49,38,23466,2400,0,.11530664,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,1756,1759,1702,1759,1702,1759,1759,1806,1479,995,1993,1929,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.46666667,0,14,No Choice,Not Chosen,Control,Did not reject
300814,10/05/88,1,PR,1,0,0,0,0,1,09/28/58,30,22411,10125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,78,78,811,811,811,1142,1142,1142,1456,1456,1456,1347,1347,1347,1768,1768,1768,680,680,680,565,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.73333335,1,17,Missing,Missing,Missing,Did not reject
300816,02/23/89,1,OK,1,0,1,0,0,1,05/28/59,29,24049,0,.33528507,0,.68767726,1,0,1,1,0,0,448,897,926,926,897,926,1025,1462,926,837,926,897,926,897,926,926,800,785,759,785,785,709,785,759,785,759,785,785,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.93333334,1,12,Missing,Missing,Missing,Did not reject
300818,06/22/88,1,LC,1,1,0,1,0,0,07/03/57,30,0,2444.656,0,0,1,0,0,0,.53322983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Missing,Missing,Missing,Did not reject
300819,01/25/89,0,PR,0,0,1,0,0,1,02/11/51,37,8315,6300,0,0,1,1,0,0,0,73,73,947,947,947,1043,1043,1043,579,579,579,15,15,15,12,12,12,32,32,32,72,72,72,0,0,0,23,23,23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,.86666667,1,12,Missing,Missing,Missing,Did not reject
300820,03/31/88,0,MD,0,0,1,0,1,0,07/13/47,40,18615,192,1,0,1,0,0,0,1,905,905,905,869,869,869,0,0,0,105,105,105,166,166,166,243,243,243,253,253,253,876,876,876,1307,1307,1307,1481,1481,1481,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,12,Not Chosen,Other,Other,Did not reject
300822,08/08/88,1,CC,1,0,1,0,0,1,07/12/57,31,25669,2330,0,0,0,0,1,0,1,0,475,475,475,650,650,650,978,978,978,1015,1015,1015,895,895,895,756,756,756,1007,1007,1007,976,976,976,1177,1177,1177,941,941,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.96666664,1,12,Missing,Missing,Missing,Did not reject
300823,03/17/89,0,IN,0,0,1,0,0,1,02/26/61,28,29961,11000,0,0,1,0,0,0,0,319,319,319,957,957,957,1322,1322,1322,1295,1295,1295,1317,1317,1317,1653,1653,1653,1441,1441,1441,1505,1505,1505,0,0,0,178,178,178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,.89999998,1,12,Other,No Other,Missing,Did not reject
300824,09/09/88,1,IN,1,0,0,0,0,1,10/06/53,34,23832,2444.656,0,0,1,0,0,0,.53322983,510,510,510,684,684,684,190,190,190,579,579,579,1030,1030,1030,1000,1000,1000,995,995,995,1037,1037,1037,954,954,954,965,965,965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300825,10/11/88,0,CV,0,0,1,0,1,0,07/31/46,42,1971,12000,1,0,1,0,0,1,0,0,0,0,0,0,657,657,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,12,Missing,Missing,Missing,Did not reject
300826,02/16/88,1,CV,1,0,0,0,1,0,11/03/57,30,981,550,0,0,0,0,0,0,0,0,220,220,220,107,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,08,Missing,Missing,Missing,Did not reject
300828,02/26/88,1,IN,1,0,1,0,1,0,04/07/63,24,47142,12000,0,0,1,0,0,0,0,928,1461,1461,1461,1548,1548,1548,1344,1344,1344,1873,1873,1873,2061,2061,2061,1321,1321,1321,1625,1625,1625,1512,1512,1512,1621,1621,1621,1558,1558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300829,08/17/88,1,SM,0,0,1,0,0,1,06/23/62,26,15438,4103.9111,1,0,1,0,0,0,0,300,88,88,88,177,177,177,896,896,896,895,895,895,983,983,983,1344,1344,1344,663,663,663,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,.73333335,1,13,Missing,Missing,Missing,Did not reject
300830,12/09/88,1,NE,1,0,1,0,1,0,05/30/44,44,63075,8850,1,0,1,0,0,0,0,2378,2378,2378,2776,2776,2776,4001,4001,4001,2099,2099,2099,1285,1285,1285,1814,1814,1814,1772,1772,1772,2187,2187,2187,931,931,931,1782,1782,1782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Needed Job,Other,No Other,Did not reject
300831,06/12/89,1,CI,1,1,0,0,0,1,10/17/53,35,0,0,.21116078,0,.71640396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,Family Prob,No Other,Missing,Did not reject
300832,11/16/88,1,CV,1,1,0,0,1,0,02/22/54,34,40236,2444.656,0,0,.71640396,1,0,0,1,87,244,244,244,914,914,914,1393,1393,1393,1810,1810,1810,1351,1351,1351,1659,1659,1659,1562,1562,1562,1822,1822,1822,1562,1562,1562,1599,1599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Took Job,No Other,Missing,Did not reject
300833,01/10/89,0,CC,0,0,1,1,0,0,07/23/54,34,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Control,Other,No Other,Did not reject
300835,06/10/88,0,IN,0,0,0,0,0,1,03/15/54,34,1074,0,1,0,1,0,0,0,1,0,0,0,0,0,0,16,16,16,99,99,99,0,0,0,71,71,71,9,9,9,163,163,163,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,.5,1,10,Control,Missing,Missing,Did not reject
300838,03/17/88,1,IN,0,0,0,0,1,0,09/20/51,36,5376,4985,0,0,.71640396,0,0,0,0,0,0,0,274,274,274,540,540,540,248,248,248,430,430,430,118,118,118,114,114,114,39,39,39,29,29,29,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,.80000001,1,14,Missing,Missing,Missing,Did not reject
300840,05/24/89,1,LC,1,0,0,0,0,1,12/06/56,32,10185,0,0,0,1,0,0,0,1,78,1201,1201,1201,1306,1306,1306,862,862,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.33333334,0,12,Took Job,No Other,Missing,Did not reject
300841,01/11/88,1,IN,1,0,1,0,1,0,02/03/47,40,60033,11500,1,0,1,0,0,1,0,1960,2095,2028,2095,2028,2095,2095,2028,2095,2028,2095,2095,1893,2095,2028,2095,2028,2095,2099,2032,2099,2032,1963,1877,1695,1877,1817,1877,1817,1877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Missing,Missing,Missing,Did not reject
300842,11/21/88,1,MN,0,0,0,1,0,0,05/08/61,27,17863,4000,0,0,1,0,0,0,0,629,629,629,629,629,629,629,712,712,712,586,586,586,708,708,708,509,509,509,609,609,609,291,291,291,389,389,389,1024,1024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Missing,Missing,Missing,Did not reject
300843,03/14/89,1,NE,1,0,0,0,1,0,11/12/51,37,150,0,0,1,1,1,0,0,1,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,12,Missing,Missing,Missing,Did not reject
300844,10/19/88,1,PR,1,0,1,1,0,0,07/29/64,24,28847,4103.9111,0,0,1,1,0,0,1,0,0,0,0,0,1069,1069,1069,1223,1223,1223,1075,1075,1075,1260,1260,1260,1044,1044,1044,1175,1175,1175,1052,1052,1052,1336,1336,1336,1145,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.83333331,1,12,Missing,Missing,Missing,Did not reject
300851,12/21/88,1,IN,1,0,0,0,1,0,01/27/60,28,28314,1900,0,0,0,0,0,0,0,170,170,170,841,841,841,961,961,961,952,952,952,993,993,993,1160,1160,1160,926,926,926,1120,1120,1120,1087,1087,1087,1228,1228,1228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09,Missing,Missing,Missing,Did not reject
300855,10/28/88,0,OH,0,0,1,1,0,0,07/07/49,39,15850,600,0,0,1,0,0,1,1,601,621,621,561,621,601,621,501,1194,1371,221,0,0,0,223,231,256,248,256,70,399,399,386,399,505,1015,1015,917,1015,982,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,12,Not Chosen,No Other,Missing,Did not reject
300856,12/02/88,0,OH,0,1,0,0,1,0,04/30/57,31,4772,2444.656,0,0,1,0,0,1,1,255,230,255,246,255,246,255,123,0,0,0,370,0,0,0,36,1097,1061,343,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.43333334,0,14,Not Chosen,No Other,Missing,Did not reject
300857,06/15/88,1,IN,0,0,1,0,1,0,05/28/43,45,7512,3000,1,0,1,0,0,0,0,352,352,352,484,484,484,0,0,0,0,0,0,0,0,0,0,0,0,380,380,380,387,387,387,351,351,351,550,550,550,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,.60000002,1,13,Other,Health Prob,No Other,Did not reject
300858,12/14/87,1,CC,1,1,0,0,1,0,07/16/62,25,17976,0,0,0,1,0,1,0,1,596,596,596,338,338,338,530,530,530,778,778,778,728,728,728,669,669,669,678,678,678,752,752,752,160,160,160,763,763,763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300859,03/24/88,1,MD,1,1,0,0,1,0,02/20/45,43,32178,12000,0,0,1,1,0,0,0,0,0,0,0,0,0,1309,1309,1309,1311,1311,1311,1178,1178,1178,1342,1342,1342,1342,1342,1342,1396,1396,1396,1396,1396,1396,1452,1452,1452,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.80000001,1,11,Took Job,No Other,Missing,Did not reject
300862,10/26/88,1,IN,1,1,0,0,0,1,12/05/65,22,23437,2500,0,.11530664,0,0,0,0,0,368,368,1062,1062,1062,1325,1325,1325,1190,1190,1190,1414,1414,1414,1085,1085,1085,1242,1242,1242,249,249,249,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,.76666665,1,09,Health Prob,No Other,Missing,Did not reject
300863,02/18/88,1,CV,0,0,1,0,0,1,10/28/63,24,11383,4103.9111,1,0,0,0,0,0,0,778,66,66,66,714,714,714,774,774,774,589,589,589,291,291,291,0,0,0,0,0,0,1025,1025,1025,0,0,0,114,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,.69999999,1,09,Missing,Missing,Missing,Did not reject
300865,10/18/88,1,PR,1,0,1,0,0,1,11/06/63,24,15487,4103.9111,0,0,1,1,0,0,0,556,556,368,368,368,104,104,104,21,21,21,243,243,243,101,101,101,0,0,0,73,73,73,1491,1491,1491,1805,1805,1805,1757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,.89999998,1,10,Missing,Missing,Missing,Did not reject
300866,01/11/89,1,SM,1,0,0,0,1,0,10/04/47,41,17413,1800,1,0,1,0,0,1,0,307,528,512,528,512,528,528,512,528,512,528,528,477,528,512,528,512,528,528,611,728,704,728,728,658,728,704,728,704,728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Missing,Missing,Missing,Did not reject
300867,05/03/89,0,NE,0,1,0,1,0,0,07/12/65,23,5916,1312,0,0,1,1,0,0,1,0,569,569,569,155,155,155,0,0,0,0,0,0,0,0,0,321,321,321,8,8,8,179,179,179,444,444,444,444,444,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.66666669,1,12,Control,No Other,Missing,Did not reject
300868,01/27/88,1,PR,1,1,1,0,0,1,02/04/62,25,36010,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1653,1888,1706,1888,1835,1888,1835,1888,1888,1835,1888,1835,1809,1780,1608,1780,1723,1780,1723,1780,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.66666669,1,08,Other,No Other,Missing,Did not reject
300869,11/04/88,1,IN,1,0,0,0,0,1,07/09/52,36,0,2444.656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Missing,Missing,Missing,Did not reject
300871,01/08/88,1,IN,1,0,1,0,1,0,03/28/57,30,56520,7000,0,0,1,1,0,1,0,1181,1262,1511,1550,1500,1550,1550,1500,1550,1500,1550,1550,1400,1550,1500,1550,1901,2114,2114,2047,2114,2047,2114,2114,1910,2114,2047,2114,3574,4442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Missing,Missing,Missing,Did not reject
300872,06/14/89,1,NE,1,1,0,1,0,0,02/14/65,24,5850,500,0,0,1,1,0,1,1,604,604,604,519,519,519,0,0,0,0,0,0,26,26,26,22,22,22,292,292,292,169,169,169,159,159,159,159,159,159,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.80000001,1,12,Missing,Missing,Missing,Did not reject
300876,03/08/89,1,IN,0,0,0,0,0,1,06/27/57,31,39102,2600,0,1,.71640396,1,0,0,1,239,239,239,1097,1097,1097,1335,1335,1335,915,915,915,1446,1446,1446,1595,1595,1595,1502,1502,1502,1219,1219,1219,1682,1682,1682,2004,2004,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300877,03/04/88,1,IN,1,0,1,0,1,0,07/29/52,35,20358,997,0,0,1,1,0,0,1,1102,1102,1102,1055,1055,1055,699,699,699,487,487,487,897,897,897,121,121,121,1060,1060,1060,931,931,931,431,431,431,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,Missing,Missing,Missing,Did not reject
300880,01/22/88,0,PR,0,1,0,0,0,1,11/04/56,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Other,Other,Entered Other School,Did not reject
300882,11/04/88,1,IN,0,0,0,0,0,1,04/14/62,26,2377,2444.656,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,87,87,87,296,296,296,452,452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,.36666667,0,11,Child Care,No Other,Missing,Did not reject
300883,08/03/88,1,CV,1,1,0,1,0,0,02/10/58,30,2479,2444.656,.21116078,0,1,1,0,0,0,76,103,103,103,251,251,251,5,5,5,0,0,0,0,0,0,433,433,433,0,0,0,9,9,9,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,.53333336,1,99,Missing,Missing,Missing,Did not reject
300884,05/12/89,1,IN,1,0,1,0,1,0,08/11/65,23,63719,17000,1,0,1,0,0,0,0,506,1781,1781,1781,1397,1397,1397,1828,1828,1828,2847,2847,2847,2173,2173,2173,2663,2663,2663,1983,1983,1983,2524,2524,2524,2325,2325,2325,2325,2325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
300885,09/12/88,0,OK,0,1,0,1,0,0,03/15/58,30,23725,0,0,1,1,1,0,1,1,1176,1138,1176,1176,1062,1176,1138,1176,1138,1176,1176,1138,1176,1138,1176,1176,1062,1176,1138,1176,661,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,.69999999,1,12,Not Chosen,No Other,Missing,Did not reject
300888,03/17/89,1,NE,1,0,0,1,0,0,05/02/62,26,828,8050,0,0,1,0,0,0,0,0,0,0,276,276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,11,Missing,Missing,Missing,Did not reject
300891,06/01/88,0,HF,0,0,0,0,0,1,06/29/51,36,11037,2444.656,0,0,1,0,0,0,.53322983,697,697,697,321,321,321,318,318,318,349,349,349,621,621,621,442,442,442,48,48,48,377,377,377,352,352,352,154,154,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Took Job,No Other,Missing,Did not reject
300892,04/12/89,1,IN,1,0,0,0,1,0,11/16/60,28,26906,3472,1,0,1,0,0,0,0,820,820,1477,1477,1477,1853,1853,1853,1474,1474,1474,1644,1644,1644,619,619,619,237,237,237,172,172,172,374,374,374,429,429,429,429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,Missing,Missing,Missing,Did not reject
300894,08/25/88,0,CC,0,1,0,1,0,0,06/29/60,28,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,08,Missing,Missing,Missing,Did not reject
300895,10/19/88,1,SM,1,0,1,0,1,0,02/18/53,35,5918,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.73333335,1,15,Missing,Missing,Missing,Did not reject
300898,02/18/88,1,CV,0,0,0,1,0,0,07/24/57,30,36669,11000,0,0,1,0,0,0,0,178,1644,1644,1644,1485,1485,1485,1470,1470,1470,1442,1442,1442,1517,1517,1517,1540,1540,1540,1482,1482,1482,784,784,784,193,193,193,910,910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,Other,No Other,Missing,Did not reject
300901,05/24/89,1,IN,1,0,1,0,1,0,10/10/50,38,4069,2000,1,0,0,0,0,0,0,679,521,521,521,493,493,493,53,53,53,0,0,0,0,0,0,63,63,63,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.43333334,0,10,Missing,Missing,Missing,Did not reject
300903,09/27/89,1,PR,1,0,1,0,0,1,06/10/64,25,555,0,0,0,1,1,0,0,1,155,155,155,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,12,Missing,Missing,Missing,Did not reject
